SalesPrice,Customer Id,Discount,Employee Id,F1,Freight,Id (Order.csv),Id,Number of Records,Order Date,Order Id,Product Id,Quantity,Required Date,Ship Address,Ship City,Ship Country,Ship Name,Ship Postal Code,Ship Region,Ship Via,Shipped Date,Unit Price
14.25,SAVEA,0.25,5,1228,24.49,10714,10714/2,1,10/22/2013,10714,2,30,11/19/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,10/27/2013,19
29.25,SAVEA,0.25,5,1229,24.49,10714,10714/17,1,10/22/2013,10714,17,27,11/19/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,10/27/2013,39
7.125,SAVEA,0.25,5,1230,24.49,10714,10714/47,1,10/22/2013,10714,47,50,11/19/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,10/27/2013,9.5
28.5,SAVEA,0.25,5,1231,24.49,10714,10714/56,1,10/22/2013,10714,56,18,11/19/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,10/27/2013,38
9.9375,SAVEA,0.25,5,1232,24.49,10714,10714/58,1,10/22/2013,10714,58,12,11/19/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,10/27/2013,13.25
31,BONAP,0,3,1233,63.2,10715,10715/10,1,10/23/2013,10715,10,21,11/6/2013,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,1,10/29/2013,31
21.5,BONAP,0,3,1234,63.2,10715,10715/71,1,10/23/2013,10715,71,30,11/6/2013,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,1,10/29/2013,21.5
10,RANCH,0,4,1235,22.57,10716,10716/21,1,10/24/2013,10716,21,5,11/21/2013,Av. del Libertador 900,Buenos Aires,Argentina,Rancho grande,1010,South America,2,10/27/2013,10
53,RANCH,0,4,1236,22.57,10716,10716/51,1,10/24/2013,10716,51,7,11/21/2013,Av. del Libertador 900,Buenos Aires,Argentina,Rancho grande,1010,South America,2,10/27/2013,53
28.5,RANCH,0,4,1237,22.57,10716,10716/61,1,10/24/2013,10716,61,10,11/21/2013,Av. del Libertador 900,Buenos Aires,Argentina,Rancho grande,1010,South America,2,10/27/2013,28.5
9.5,FRANK,0.05,1,1238,59.25,10717,10717/21,1,10/24/2013,10717,21,32,11/21/2013,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,2,10/29/2013,10
7.45,FRANK,0,1,1239,59.25,10717,10717/54,1,10/24/2013,10717,54,15,11/21/2013,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,2,10/29/2013,7.45
34.2,FRANK,0.05,1,1240,59.25,10717,10717/69,1,10/24/2013,10717,69,25,11/21/2013,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,2,10/29/2013,36
38,KOENE,0,1,1241,170.88,10718,10718/12,1,10/27/2013,10718,12,36,11/24/2013,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,3,10/29/2013,38
17.45,KOENE,0,1,1242,170.88,10718,10718/16,1,10/27/2013,10718,16,20,11/24/2013,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,3,10/29/2013,17.45
19,KOENE,0,1,1243,170.88,10718,10718/36,1,10/27/2013,10718,36,40,11/24/2013,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,3,10/29/2013,19
49.3,KOENE,0,1,1244,170.88,10718,10718/62,1,10/27/2013,10718,62,20,11/24/2013,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,3,10/29/2013,49.3
46.875,LETSS,0.25,8,1245,51.44,10719,10719/18,1,10/27/2013,10719,18,12,11/24/2013,87 Polk St. Suite 5,San Francisco,USA,Let's Stop N Shop,94117,North America,2,11/5/2013,62.5
19.4175,LETSS,0.25,8,1246,51.44,10719,10719/30,1,10/27/2013,10719,30,3,11/24/2013,87 Polk St. Suite 5,San Francisco,USA,Let's Stop N Shop,94117,North America,2,11/5/2013,25.89
5.5875,LETSS,0.25,8,1247,51.44,10719,10719/54,1,10/27/2013,10719,54,40,11/24/2013,87 Polk St. Suite 5,San Francisco,USA,Let's Stop N Shop,94117,North America,2,11/5/2013,7.45
18,QUEDE,0,8,1248,9.53,10720,10720/35,1,10/28/2013,10720,35,21,11/11/2013,"Rua da Panificadora, 12",Rio de Janeiro,Brazil,Que Delícia,02389-673,South America,2,11/5/2013,18
21.5,QUEDE,0,8,1249,9.53,10720,10720/71,1,10/28/2013,10720,71,8,11/11/2013,"Rua da Panificadora, 12",Rio de Janeiro,Brazil,Que Delícia,02389-673,South America,2,11/5/2013,21.5
18.4775,QUICK,0.05,5,1250,48.92,10721,10721/44,1,10/29/2013,10721,44,50,11/26/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,3,10/31/2013,19.45
19,SAVEA,0,8,1251,74.58,10722,10722/2,1,10/29/2013,10722,2,3,12/10/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,11/4/2013,19
12.5,SAVEA,0,8,1252,74.58,10722,10722/31,1,10/29/2013,10722,31,50,12/10/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,11/4/2013,12.5
12.5,SAVEA,0,8,1253,74.58,10722,10722/68,1,10/29/2013,10722,68,45,12/10/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,11/4/2013,12.5
7.75,SAVEA,0,8,1254,74.58,10722,10722/75,1,10/29/2013,10722,75,42,12/10/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,11/4/2013,7.75
31.23,WHITC,0,3,1255,21.72,10723,10723/26,1,10/30/2013,10723,26,15,11/27/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,1,11/25/2013,31.23
31,MEREP,0,8,1256,57.75,10724,10724/10,1,10/30/2013,10724,10,16,12/11/2013,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,2,11/5/2013,31
28.5,MEREP,0,8,1257,57.75,10724,10724/61,1,10/30/2013,10724,61,5,12/11/2013,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,2,11/5/2013,28.5
9.65,FAMIA,0,4,1258,10.83,10725,10725/41,1,10/31/2013,10725,41,12,11/28/2013,"Rua Orós, 92",Sao Paulo,Brazil,Familia Arquibaldo,05442-030,South America,3,11/5/2013,9.65
7,FAMIA,0,4,1259,10.83,10725,10725/52,1,10/31/2013,10725,52,4,11/28/2013,"Rua Orós, 92",Sao Paulo,Brazil,Familia Arquibaldo,05442-030,South America,3,11/5/2013,7
24,FAMIA,0,4,1260,10.83,10725,10725/55,1,10/31/2013,10725,55,6,11/28/2013,"Rua Orós, 92",Sao Paulo,Brazil,Familia Arquibaldo,05442-030,South America,3,11/5/2013,24
22,EASTC,0,4,1261,16.56,10726,10726/4,1,11/3/2013,10726,4,25,11/17/2013,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,1,12/5/2013,22
21,EASTC,0,4,1262,16.56,10726,10726/11,1,11/3/2013,10726,11,5,11/17/2013,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,1,12/5/2013,21
37.05,REGGC,0.05,2,1263,89.9,10727,10727/17,1,11/3/2013,10727,17,20,12/1/2013,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,Southern Europe,1,12/5/2013,39
36.1,REGGC,0.05,2,1264,89.9,10727,10727/56,1,11/3/2013,10727,56,10,12/1/2013,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,Southern Europe,1,12/5/2013,38
52.25,REGGC,0.05,2,1265,89.9,10727,10727/59,1,11/3/2013,10727,59,10,12/1/2013,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,Southern Europe,1,12/5/2013,55
25.89,QUEE,0,4,1266,58.33,10728,10728/30,1,11/4/2013,10728,30,15,12/2/2013,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,2,11/11/2013,25.89
18.4,QUEE,0,4,1267,58.33,10728,10728/40,1,11/4/2013,10728,40,6,12/2/2013,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,2,11/11/2013,18.4
24,QUEE,0,4,1268,58.33,10728,10728/55,1,11/4/2013,10728,55,12,12/2/2013,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,2,11/11/2013,24
34,QUEE,0,4,1269,58.33,10728,10728/60,1,11/4/2013,10728,60,15,12/2/2013,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,2,11/11/2013,34
18,LINOD,0,8,1270,141.06,10729,10729/1,1,11/4/2013,10729,1,50,12/16/2013,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,3,11/14/2013,18
10,LINOD,0,8,1271,141.06,10729,10729/21,1,11/4/2013,10729,21,30,12/16/2013,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,3,11/14/2013,10
16.25,LINOD,0,8,1272,141.06,10729,10729/50,1,11/4/2013,10729,50,40,12/16/2013,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,3,11/14/2013,16.25
16.5775,BONAP,0.05,5,1273,20.12,10730,10730/16,1,11/5/2013,10730,16,15,12/3/2013,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,1,11/14/2013,17.45
11.875,BONAP,0.05,5,1274,20.12,10730,10730/31,1,11/5/2013,10730,31,3,12/3/2013,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,1,11/14/2013,12.5
19.9975,BONAP,0.05,5,1275,20.12,10730,10730/65,1,11/5/2013,10730,65,10,12/3/2013,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,1,11/14/2013,21.05
9.5,CHOPS,0.05,7,1276,96.65,10731,10731/21,1,11/6/2013,10731,21,40,12/4/2013,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,1,11/14/2013,10
50.35,CHOPS,0.05,7,1277,96.65,10731,10731/51,1,11/6/2013,10731,51,30,12/4/2013,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,1,11/14/2013,53
18,BONAP,0,3,1278,16.97,10732,10732/76,1,11/6/2013,10732,76,20,12/4/2013,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,1,11/7/2013,18
23.25,BERGS,0,1,1279,110.11,10733,10733/14,1,11/7/2013,10733,14,16,12/5/2013,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,Northern Europe,3,11/10/2013,23.25
45.6,BERGS,0,1,1280,110.11,10733,10733/28,1,11/7/2013,10733,28,20,12/5/2013,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,Northern Europe,3,11/10/2013,45.6
7,BERGS,0,1,1281,110.11,10733,10733/52,1,11/7/2013,10733,52,25,12/5/2013,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,Northern Europe,3,11/10/2013,7
25,GOURL,0,2,1282,1.63,10734,10734/6,1,11/7/2013,10734,6,30,12/5/2013,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,3,11/12/2013,25
25.89,GOURL,0,2,1283,1.63,10734,10734/30,1,11/7/2013,10734,30,15,12/5/2013,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,3,11/12/2013,25.89
18,GOURL,0,2,1284,1.63,10734,10734/76,1,11/7/2013,10734,76,20,12/5/2013,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,3,11/12/2013,18
25.65,LETSS,0.1,6,1285,45.97,10735,10735/61,1,11/10/2013,10735,61,20,12/8/2013,87 Polk St. Suite 5,San Francisco,USA,Let's Stop N Shop,94117,North America,2,11/21/2013,28.5
11.7,LETSS,0.1,6,1286,45.97,10735,10735/77,1,11/10/2013,10735,77,2,12/8/2013,87 Polk St. Suite 5,San Francisco,USA,Let's Stop N Shop,94117,North America,2,11/21/2013,13
21.05,HUNGO,0,9,1287,44.1,10736,10736/65,1,11/11/2013,10736,65,40,12/9/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,11/21/2013,21.05
7.75,HUNGO,0,9,1288,44.1,10736,10736/75,1,11/11/2013,10736,75,20,12/9/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,11/21/2013,7.75
6,VINET,0,2,1289,7.79,10737,10737/13,1,11/11/2013,10737,13,4,12/9/2013,59 rue de l'Abbaye,Reims,France,Vins et alcools Chevalier,51100,Western Europe,2,11/18/2013,6
9.65,VINET,0,2,1290,7.79,10737,10737/41,1,11/11/2013,10737,41,12,12/9/2013,59 rue de l'Abbaye,Reims,France,Vins et alcools Chevalier,51100,Western Europe,2,11/18/2013,9.65
17.45,SPECD,0,2,1291,2.91,10738,10738/16,1,11/12/2013,10738,16,3,12/10/2013,"25, rue Lauriston",Paris,France,Spécialités du monde,75016,Western Europe,1,11/18/2013,17.45
19,VINET,0,3,1292,11.08,10739,10739/36,1,11/12/2013,10739,36,6,12/10/2013,59 rue de l'Abbaye,Reims,France,Vins et alcools Chevalier,51100,Western Europe,3,11/17/2013,19
7,VINET,0,3,1293,11.08,10739,10739/52,1,11/12/2013,10739,52,18,12/10/2013,59 rue de l'Abbaye,Reims,France,Vins et alcools Chevalier,51100,Western Europe,3,11/17/2013,7
36.48,WHITC,0.2,4,1294,81.88,10740,10740/28,1,11/13/2013,10740,28,5,12/11/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,2,11/25/2013,45.6
14.4,WHITC,0.2,4,1295,81.88,10740,10740/35,1,11/13/2013,10740,35,35,12/11/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,2,11/25/2013,18
7.6,WHITC,0.2,4,1296,81.88,10740,10740/45,1,11/13/2013,10740,45,40,12/11/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,2,11/25/2013,9.5
30.4,WHITC,0.2,4,1297,81.88,10740,10740/56,1,11/13/2013,10740,56,14,12/11/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,2,11/25/2013,38
15.2,AROUT,0.2,4,1298,10.96,10741,10741/2,1,11/14/2013,10741,2,15,11/28/2013,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,British Isles,3,11/18/2013,19
10,BOTTM,0,3,1299,243.73,10742,10742/3,1,11/14/2013,10742,3,20,12/12/2013,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,3,11/18/2013,10
34,BOTTM,0,3,1300,243.73,10742,10742/60,1,11/14/2013,10742,60,50,12/12/2013,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,3,11/18/2013,34
34.8,BOTTM,0,3,1301,243.73,10742,10742/72,1,11/14/2013,10742,72,35,12/12/2013,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,3,11/18/2013,34.8
11.4,AROUT,0.05,1,1302,23.72,10743,10743/46,1,11/17/2013,10743,46,28,12/15/2013,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,British Isles,2,11/21/2013,12
14.72,VAFFE,0.2,6,1303,69.19,10744,10744/40,1,11/17/2013,10744,40,50,12/15/2013,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,Northern Europe,1,11/24/2013,18.4
62.5,QUICK,0,9,1304,3.52,10745,10745/18,1,11/18/2013,10745,18,24,12/16/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,11/27/2013,62.5
19.45,QUICK,0,9,1305,3.52,10745,10745/44,1,11/18/2013,10745,44,16,12/16/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,11/27/2013,19.45
55,QUICK,0,9,1306,3.52,10745,10745/59,1,11/18/2013,10745,59,45,12/16/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,11/27/2013,55
34.8,QUICK,0,9,1307,3.52,10745,10745/72,1,11/18/2013,10745,72,7,12/16/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,11/27/2013,34.8
6,CHOPS,0,1,1308,31.43,10746,10746/13,1,11/19/2013,10746,13,6,12/17/2013,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,3,11/21/2013,6
14,CHOPS,0,1,1309,31.43,10746,10746/42,1,11/19/2013,10746,42,28,12/17/2013,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,3,11/21/2013,14
49.3,CHOPS,0,1,1310,31.43,10746,10746/62,1,11/19/2013,10746,62,9,12/17/2013,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,3,11/21/2013,49.3
36,CHOPS,0,1,1311,31.43,10746,10746/69,1,11/19/2013,10746,69,40,12/17/2013,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,3,11/21/2013,36
12.5,PICCO,0,6,1312,117.33,10747,10747/31,1,11/19/2013,10747,31,8,12/17/2013,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,1,11/26/2013,12.5
9.65,PICCO,0,6,1313,117.33,10747,10747/41,1,11/19/2013,10747,41,35,12/17/2013,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,1,11/26/2013,9.65
43.9,PICCO,0,6,1314,117.33,10747,10747/63,1,11/19/2013,10747,63,9,12/17/2013,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,1,11/26/2013,43.9
36,PICCO,0,6,1315,117.33,10747,10747/69,1,11/19/2013,10747,69,30,12/17/2013,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,1,11/26/2013,36
9,SAVEA,0,3,1316,232.55,10748,10748/23,1,11/20/2013,10748,23,44,12/18/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,11/28/2013,9
18.4,SAVEA,0,3,1317,232.55,10748,10748/40,1,11/20/2013,10748,40,40,12/18/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,11/28/2013,18.4
38,SAVEA,0,3,1318,232.55,10748,10748/56,1,11/20/2013,10748,56,28,12/18/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,11/28/2013,38
38,ISLAT,0,4,1319,61.53,10749,10749/56,1,11/20/2013,10749,56,15,12/18/2013,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,2,12/19/2013,38
55,ISLAT,0,4,1320,61.53,10749,10749/59,1,11/20/2013,10749,59,6,12/18/2013,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,2,12/19/2013,55
18,ISLAT,0,4,1321,61.53,10749,10749/76,1,11/20/2013,10749,76,10,12/18/2013,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,2,12/19/2013,18
19.7625,WARTH,0.15,9,1322,79.3,10750,10750/14,1,11/21/2013,10750,14,5,12/19/2013,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,1,11/24/2013,23.25
8.075,WARTH,0.15,9,1323,79.3,10750,10750/45,1,11/21/2013,10750,45,40,12/19/2013,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,1,11/24/2013,9.5
46.75,WARTH,0.15,9,1324,79.3,10750,10750/59,1,11/21/2013,10750,59,25,12/19/2013,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,1,11/24/2013,55
28.107,RICSU,0.1,3,1325,130.79,10751,10751/26,1,11/24/2013,10751,26,12,12/22/2013,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,3,12/3/2013,31.23
25.89,RICSU,0,3,1326,130.79,10751,10751/30,1,11/24/2013,10751,30,30,12/22/2013,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,3,12/3/2013,25.89
14.625,RICSU,0.1,3,1327,130.79,10751,10751/50,1,11/24/2013,10751,50,20,12/22/2013,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,3,12/3/2013,16.25
15,RICSU,0,3,1328,130.79,10751,10751/73,1,11/24/2013,10751,73,15,12/22/2013,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,3,12/3/2013,15
18,NORTS,0,2,1329,1.39,10752,10752/1,1,11/24/2013,10752,1,8,12/22/2013,South House 300 Queensbridge,London,UK,North/South,SW7 1RZ,British Isles,3,11/28/2013,18
36,NORTS,0,2,1330,1.39,10752,10752/69,1,11/24/2013,10752,69,3,12/22/2013,South House 300 Queensbridge,London,UK,North/South,SW7 1RZ,British Isles,3,11/28/2013,36
9.5,FRANS,0,3,1331,7.7,10753,10753/45,1,11/25/2013,10753,45,4,12/23/2013,Via Monte Bianco 34,Torino,Italy,Franchi S.p.A.,10100,Southern Europe,1,11/27/2013,9.5
10,FRANS,0,3,1332,7.7,10753,10753/74,1,11/25/2013,10753,74,5,12/23/2013,Via Monte Bianco 34,Torino,Italy,Franchi S.p.A.,10100,Southern Europe,1,11/27/2013,10
18.4,MAGAA,0,6,1333,2.38,10754,10754/40,1,11/25/2013,10754,40,3,12/23/2013,Via Ludovico il Moro 22,Bergamo,Italy,Magazzini Alimentari Riuniti,24100,Southern Europe,3,11/27/2013,18.4
7.125,BONAP,0.25,4,1334,16.71,10755,10755/47,1,11/26/2013,10755,47,30,12/24/2013,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,2,11/28/2013,9.5
28.5,BONAP,0.25,4,1335,16.71,10755,10755/56,1,11/26/2013,10755,56,30,12/24/2013,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,2,11/28/2013,38
14.625,BONAP,0.25,4,1336,16.71,10755,10755/57,1,11/26/2013,10755,57,14,12/24/2013,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,2,11/28/2013,19.5
27,BONAP,0.25,4,1337,16.71,10755,10755/69,1,11/26/2013,10755,69,25,12/24/2013,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,2,11/28/2013,36
50,SPLIR,0.2,8,1338,73.21,10756,10756/18,1,11/27/2013,10756,18,21,12/25/2013,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,2,12/2/2013,62.5
15.2,SPLIR,0.2,8,1339,73.21,10756,10756/36,1,11/27/2013,10756,36,20,12/25/2013,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,2,12/2/2013,19
10,SPLIR,0.2,8,1340,73.21,10756,10756/68,1,11/27/2013,10756,68,6,12/25/2013,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,2,12/2/2013,12.5
28.8,SPLIR,0.2,8,1341,73.21,10756,10756/69,1,11/27/2013,10756,69,20,12/25/2013,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,2,12/2/2013,36
14,SAVEA,0,6,1342,8.19,10757,10757/34,1,11/27/2013,10757,34,30,12/25/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,12/15/2013,14
55,SAVEA,0,6,1343,8.19,10757,10757/59,1,11/27/2013,10757,59,7,12/25/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,12/15/2013,55
49.3,SAVEA,0,6,1344,8.19,10757,10757/62,1,11/27/2013,10757,62,30,12/25/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,12/15/2013,49.3
33.25,SAVEA,0,6,1345,8.19,10757,10757/64,1,11/27/2013,10757,64,24,12/25/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,12/15/2013,33.25
31.23,RICSU,0,3,1346,138.17,10758,10758/26,1,11/28/2013,10758,26,20,12/26/2013,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,3,12/4/2013,31.23
7,RICSU,0,3,1347,138.17,10758,10758/52,1,11/28/2013,10758,52,60,12/26/2013,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,3,12/4/2013,7
15,RICSU,0,3,1348,138.17,10758,10758/70,1,11/28/2013,10758,70,40,12/26/2013,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,3,12/4/2013,15
32,ANATR,0,3,1349,11.99,10759,10759/32,1,11/28/2013,10759,32,10,12/26/2013,Avda. de la Constitución 2222,México D.F.,Mexico,Ana Trujillo Emparedados y helados,05021,Central America,3,12/12/2013,32
10.5,MAISD,0.25,4,1350,155.64,10760,10760/25,1,12/1/2013,10760,25,12,12/29/2013,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,1,12/10/2013,14
43.9,MAISD,0,4,1351,155.64,10760,10760/27,1,12/1/2013,10760,27,40,12/29/2013,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,1,12/10/2013,43.9
34.5,MAISD,0.25,4,1352,155.64,10760,10760/43,1,12/1/2013,10760,43,30,12/29/2013,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,1,12/10/2013,46
10.5,RATTC,0.25,5,1353,18.66,10761,10761/25,1,12/2/2013,10761,25,35,12/30/2013,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,12/8/2013,14
7.75,RATTC,0,5,1354,18.66,10761,10761/75,1,12/2/2013,10761,75,18,12/30/2013,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,12/8/2013,7.75
18,FOLKO,0,3,1355,328.74,10762,10762/39,1,12/2/2013,10762,39,16,12/30/2013,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,1,12/9/2013,18
9.5,FOLKO,0,3,1356,328.74,10762,10762/47,1,12/2/2013,10762,47,30,12/30/2013,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,1,12/9/2013,9.5
53,FOLKO,0,3,1357,328.74,10762,10762/51,1,12/2/2013,10762,51,28,12/30/2013,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,1,12/9/2013,53
38,FOLKO,0,3,1358,328.74,10762,10762/56,1,12/2/2013,10762,56,60,12/30/2013,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,1,12/9/2013,38
10,FOLIG,0,3,1359,37.35,10763,10763/21,1,12/3/2013,10763,21,40,12/31/2013,"184, chaussée de Tournai",Lille,France,Folies gourmandes,59000,Western Europe,3,12/8/2013,10
21,FOLIG,0,3,1360,37.35,10763,10763/22,1,12/3/2013,10763,22,6,12/31/2013,"184, chaussée de Tournai",Lille,France,Folies gourmandes,59000,Western Europe,3,12/8/2013,21
4.5,FOLIG,0,3,1361,37.35,10763,10763/24,1,12/3/2013,10763,24,20,12/31/2013,"184, chaussée de Tournai",Lille,France,Folies gourmandes,59000,Western Europe,3,12/8/2013,4.5
9,ERNSH,0.1,6,1362,145.45,10764,10764/3,1,12/3/2013,10764,3,20,12/31/2013,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3,12/8/2013,10
